1651672607,15.68
1651672609,16.00
1651672610,15.68
1651672611,15.68
1651672612,15.68
1651672613,15.68
1651672614,15.68
1651672616,15.68
1651672617,15.68
1651672618,15.68
1651672619,15.68
1651672620,15.68
1651672622,16.00
1651672623,16.00
1651672624,15.68
1651672625,16.00
1651672626,16.00
1651672627,16.00
1651672629,15.68
1651672630,16.00
1651672631,16.00
1651672632,16.00
1651672633,15.68
1651672634,16.00
1651672636,16.00
1651672637,16.00
1651672638,16.00
1651672639,16.00
1651672640,16.00
1651672641,16.00
1651672643,16.00
1651672644,16.00
1651672645,16.00
1651672646,16.00
1651672647,16.00
1651672648,16.00
1651672650,16.00
1651672651,16.00
1651672652,16.00
1651672653,16.00
1651672654,16.00
1651672656,16.00
1651672657,16.00
1651672658,16.00
1651672659,16.00
1651672660,16.00
1651672661,16.00
1651672663,16.00
1651672664,16.00
1651672665,16.00
1651672666,16.00
1651672667,16.00
1651672668,16.00
1651672670,16.00
1651672671,16.00
1651672672,16.13
1651672673,16.00
1651672674,16.00
1651672676,16.00
1651672677,16.00
1651672678,16.00
1651672679,16.13
1651672680,16.00
1651672681,16.00
1651672683,16.00
1651672684,16.00
1651672685,16.00
1651672686,16.00
1651672687,16.00
1651672688,16.00
1651672690,16.13
1651672691,16.13
1651672692,16.00
1651672693,16.13
1651672694,16.00
1651672695,16.00
1651672697,16.13
1651672698,16.13
1651672699,16.13
1651672700,16.13
1651672701,16.00
1651672702,16.00
1651672704,16.00
1651672705,16.13
1651672706,16.13
1651672707,16.13
1651672708,16.13
1651672710,16.13
1651672711,16.13
1651672712,16.00
1651672745,16.25
1651672746,16.13
1651672747,16.13
1651672748,16.13
1651672749,16.13
1651672751,16.25
1651672752,16.25
1651672753,16.13
1651672754,16.13
1651672755,16.13
1651672756,16.25
1651672758,16.13
1651672759,16.13
1651672760,16.25
1651672761,16.13
1651672762,16.13
1651672763,16.25
1651672765,16.13
1651672766,16.25
1651672767,16.13
1651672768,16.25
1651672769,16.25
1651672771,16.25
1651672772,16.13
1651672773,16.25
1651672774,16.25
1651672775,16.25
1651672776,16.25
1651672778,16.25
1651672779,16.25
1651672780,16.25
1651672781,16.25
1651672782,16.25
1651672783,16.25
1651672785,16.25
1651672786,16.25
1651672787,16.25
1651672788,16.25
1651672789,16.25
1651672791,16.25
1651672792,16.25
1651672793,16.25
1651672794,16.25
1651672795,16.25
1651672796,16.25
1651672798,16.25
1651672799,16.25
1651672800,16.25
1651672801,16.25
1651672802,16.25
1651672804,16.25
1651672805,16.25
1651672806,16.25
1651672807,16.25
1651672808,16.25
1651672809,16.25
1651672811,16.25
1651672812,16.25
1651672813,16.25
1651672814,16.25
1651672815,16.35
1651672816,16.25
1651672818,16.25
1651672819,16.25
1651672820,16.25
1651672821,16.25
1651672822,16.25
1651672823,16.25
1651672825,16.25
1651672826,16.25
1651672827,16.25
1651672828,16.25
1651672829,16.25
1651672830,16.25
1651672832,16.25
1651672833,16.25
1651672834,16.25
1651672835,16.25
1651672836,16.25
1651672838,16.25
1651672839,16.25
